0,1
1,1
2,1
3,1
4,1
5,1
6,0
7,1
8,1
9,1
10,0
11,0
12,1
13,0
14,0
15,1
16,1
17,1
18,1
19,1
20,0
21,1
22,0
23,1
24,0
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,0
42,1
43,1
44,1
45,1
46,1
47,0
48,1
49,1
50,1
51,1
52,1
53,0
54,0
55,0
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,0
71,1
72,0
73,0
74,1
75,1
76,1
77,1
78,0
79,1
80,1
81,1
82,0
83,1
84,1
85,1
86,1
87,1
88,0
89,1
90,1
91,0
92,1
93,1
94,1
95,1
96,1
97,1
98,0
99,1
100,0
101,1
102,1
103,1
104,1
105,1
106,0
107,1
108,0
109,0
110,0
111,1
112,1
113,1
114,0
115,1
116,0
117,0
118,1
119,1
120,0
121,0
122,1
123,1
124,1
125,1
126,0
127,1
128,1
129,0
130,1
131,1
132,1
133,1
134,1
135,1
136,0
137,1
138,1
139,1
140,1
141,0
142,0
143,1
144,1
145,1
146,0
147,1
148,1
149,1
150,0
151,0
152,0
153,1
154,0
155,1
156,0
157,1
158,1
159,0
160,0
161,1
162,1
163,1
164,0
165,1
166,1
167,1
168,1
169,0
170,1
171,0
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,0
184,1
185,0
186,1
187,1
188,1
189,0
190,0
191,1
192,1
193,0
194,1
195,0
196,1
197,0
198,1
199,1
200,0
201,0
202,1
203,0
204,1
205,0
206,0
207,1
208,1
209,0
210,0
211,0
212,0
213,1
214,0
215,0
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,0
229,1
230,0
231,0
232,0
233,0
234,0
235,1
236,0
237,1
238,1
239,1
240,0
241,1
242,1
243,1
244,1
245,0
246,0
247,1
248,0
249,1
250,1
251,1
252,0
253,1
254,1
255,0
256,0
257,0
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
266,0
267,1
268,1
269,1
270,1
271,1
272,1
273,0
274,0
275,1
276,0
277,1
278,1
279,0
280,1
281,0
282,1
283,1
284,0
285,1
286,1
287,0
288,0
289,1
290,1
291,1
292,1
293,1
294,0
295,0
296,0
297,1
298,1
299,0
300,1
301,1
302,1
303,1
304,0
305,0
306,1
307,1
308,1
309,1
310,1
311,0
312,1
313,0
314,1
315,1
316,0
317,1
318,0
319,1
320,0
321,0
322,1
323,0
324,1
325,1
326,1
327,1
328,1
329,0
330,0
331,1
332,1
333,1
334,0
335,0
336,1
337,0
338,0
339,1
340,0
341,1
342,0
343,1
344,1
345,0
346,1
347,0
348,1
349,1
350,1
351,0
352,0
353,1
354,1
355,0
356,1
357,0
358,1
359,0
360,1
361,1
362,1
363,1
364,1
365,1
366,0
367,1
368,1
369,1
370,0
371,1
372,0
373,0
374,1
375,0
376,1
377,0
378,1
379,1
380,0
381,1
382,0
383,1
384,1
385,0
386,0
387,0
388,0
389,1
390,1
391,1
392,1
393,1
394,0
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,1
403,1
404,0
405,1
406,0
407,1
408,1
409,0
410,0
411,0
412,1
413,0
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,0
429,1
430,0
431,1
432,0
433,1
434,0
435,1
436,1
437,0
438,1
439,1
440,1
441,1
442,0
443,1
444,1
445,0
446,0
447,1
448,0
449,0
450,1
451,0
452,1
453,1
454,0
455,1
456,0
457,1
458,1
459,1
460,1
461,0
462,1
463,0
464,0
465,1
466,1
467,1
468,1
469,0
470,1
471,0
472,1
473,0
474,0
475,1
476,1
477,1
478,1
479,0
480,1
481,1
482,1
483,1
484,0
485,0
486,0
487,0
488,0
489,1
490,0
491,0
492,0
493,1
494,0
495,1
496,1
497,1
498,1
499,1
500,1
501,0
502,1
503,1
504,1
505,0
506,1
507,1
508,1
509,0
510,1
511,1
512,1
513,0
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,0
528,0
529,0
530,0
531,0
532,1
533,1
534,1
535,1
536,0
537,0
538,0
539,1
540,1
541,1
542,1
543,0
544,1
545,1
546,1
547,0
548,1
549,1
550,1
551,0
552,0
553,1
554,1
555,0
556,1
557,1
558,1
559,1
560,0
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,0
572,0
573,0
574,0
575,1
576,1
577,1
578,1
579,0
580,1
581,1
582,1
583,1
584,1
585,1
586,0
587,0
588,1
589,1
590,1
591,0
592,1
593,1
594,1
595,1
596,0
597,1
598,0
599,1
600,1
601,1
602,1
603,1
604,1
605,0
606,0
607,1
608,1
609,1
610,1
611,0
612,1
613,1
614,1
615,1
616,1
617,0
618,0
619,1
620,0
621,0
622,0
623,1
624,1
625,1
626,0
627,0
628,1
629,1
630,0
631,0
632,1
633,0
634,0
635,0
636,0
637,1
638,1
639,0
640,0
641,1
642,0
643,1
644,1
645,1
646,1
647,1
648,1
649,0
650,1
651,1
652,0
653,1
654,0
655,1
656,0
657,1
658,1
659,1
660,1
661,0
662,1
663,0
664,1
665,1
666,0
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,0
675,1
676,1
677,0
678,0
679,1
680,1
681,1
682,1
683,1
684,0
685,0
686,0
687,0
688,0
689,1
690,1
691,0
692,1
693,0
694,1
695,1
696,1
697,0
698,0
699,0
700,1
701,1
702,0
703,1
704,1
705,1
706,0
707,0
708,1
709,1
710,0
711,1
712,0
713,0
714,1
715,1
716,0
717,1
718,1
719,1
720,1
721,1
722,0
723,0
724,1
725,1
726,0
727,1
728,0
729,1
730,1
731,0
732,0
733,1
734,1
735,0
736,0
737,1
738,1
739,1
740,1
741,1
742,1
743,0
744,1
745,1
746,1
747,1
748,0
749,0
750,1
751,1
752,1
753,0
754,0
755,1
756,0
757,1
758,0
759,1
760,0
761,0
762,1
763,1
764,0
765,0
766,0
767,1
768,1
769,0
770,0
771,0
772,1
773,1
774,0
775,1
776,1
777,1
778,0
779,0
780,1
781,1
782,0
783,0
784,1
785,1
786,0
787,0
788,1
789,0
790,0
791,1
792,0
793,0
794,0
795,0
796,0
797,0
798,1
799,0
800,1
801,1
802,1
803,1
804,1
805,0
806,0
807,1
808,1
809,1
810,0
811,0
812,1
813,0
